county,office,district,party,candidate,votes
Clinton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5051
Clinton,President/Vice President,,,Michael Anthony Peroutka,27
Clinton,President/Vice President,,,Michael Badnarik,31
Clinton,President/Vice President,,D,John F. Kerry,5417
Clinton,President/Vice President,,R,George W. Bush,12938
Clinton,State House,3,D,Joan E. Bradley,5324
Clinton,State House,3,R,Jim Carmichael,11450
Clinton,U.S. House,3,D,Jane Mitakides,4821
Clinton,U.S. House,3,R,Mike Turner,12644
Clinton,U.S. Senate,,D,Eric D. Fingerhut,3732
Clinton,U.S. Senate,,R,George V. Voinovich,14056
Columbiana,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,19747
Columbiana,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,21788
Columbiana,Judge Of Court Of Appeals (Term Commencing 02/09),6,,William J. Skow,33074
Columbiana,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,33171
Columbiana,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,24068
Columbiana,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,15388
Columbiana,President/Vice President,,,Michael Anthony Peroutka,150
Columbiana,President/Vice President,,,Michael Badnarik,125
Columbiana,President/Vice President,,D,John F. Kerry,23429
Columbiana,President/Vice President,,R,George W. Bush,25753
Columbiana,State House,6,D,Scott R. Mccarty,23125
Columbiana,State House,6,R,Robert E. Latta,23607
Columbiana,State Senate,6,D,Jason A. Stanton,24340
Columbiana,State Senate,6,R,Jeff Jacobson,20160
Columbiana,U.S. House,6,D,Ted Strickland,36011
Columbiana,U.S. Senate,,D,Eric D. Fingerhut,17869
Columbiana,U.S. Senate,,R,George V. Voinovich,30306
Coshocton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,5614
Coshocton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,8518
Coshocton,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,10358
Coshocton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,8196
Coshocton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5227
Coshocton,President/Vice President,,,Michael Anthony Peroutka,68
Coshocton,President/Vice President,,,Michael Badnarik,15
Coshocton,President/Vice President,,D,John F. Kerry,7378
Coshocton,President/Vice President,,R,George W. Bush,9839
Coshocton,State House,18,R,Thomas F. Patton,12865
Coshocton,State Senate,18,D,John Hawkins,5382
Coshocton,State Senate,18,R,Timothy J. Grendell,11779
Coshocton,U.S. House,18,D,Brian R. Thomas,5053
Coshocton,U.S. House,18,R,Bob Ney,11864
Coshocton,U.S. Senate,,D,Eric D. Fingerhut,5141
Coshocton,U.S. Senate,,R,George V. Voinovich,11696
Crawford,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,7557
Crawford,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,10731
Crawford,Judge Of Court Of Appeals (Term Commencing 02/09),5,,Sheila G. Farmer,13085
Crawford,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,14850
Crawford,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,10673
Crawford,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,6662
Crawford,President/Vice President,,,Michael Anthony Peroutka,72
Crawford,President/Vice President,,,Michael Badnarik,71
Crawford,President/Vice President,,D,John F. Kerry,7773
Crawford,President/Vice President,,R,George W. Bush,13885
Crawford,State Board Of Education,5,,Colleen D. Grady,4365
Crawford,State Board Of Education,5,,Ed Lepisto,4027
Crawford,State Board Of Education,5,,Robin C. Hovis,7017
Crawford,State House,5,R,Tim Schaffer,13811
Crawford,U.S. House,5,D,Robin Weirauch,6855
Crawford,U.S. House,5,R,Paul E. Gillmor,13602
Crawford,U.S. Senate,,D,Eric D. Fingerhut,5980
Crawford,U.S. Senate,,R,George V. Voinovich,15423
Cuyahoga,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,303995
Cuyahoga,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,205075
Cuyahoga,Judge Of Court Of Appeals (Term Commencing 01/01),10,,Judith French,100053
Cuyahoga,Judge Of Court Of Appeals (Term Commencing 01/01),10,,Thomas Tootle,119750
Cuyahoga,Judge Of Court Of Appeals (Term Commencing 01/02),10,,Deborah P. O'Neill,143328
Cuyahoga,Judge Of Court Of Appeals (Term Commencing 02/09),11,,Mary Jane Trapp,106430
Cuyahoga,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,341056
Cuyahoga,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,269782
Cuyahoga,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,198992
Cuyahoga,President/Vice President,,,Michael Anthony Peroutka,1752
Cuyahoga,President/Vice President,,,Michael Badnarik,1885
Cuyahoga,President/Vice President,,D,John F. Kerry,448503
Cuyahoga,President/Vice President,,R,George W. Bush,221600
Cuyahoga,State Board Of Education,10,,Jane Sonenshein,86691
Cuyahoga,State Board Of Education,11,,Carole L. Lesnick,31356
Cuyahoga,State Board Of Education,11,,Christopher M. Corrigan,43498
Cuyahoga,State Board Of Education,11,,Virgil E. Brown,140433
Cuyahoga,State House,10,D,Shirley A. Smith,153261
Cuyahoga,State House,11,D,Annie L. Key,196888
Cuyahoga,State House,13,D,Michael J. Skindell,14551
Cuyahoga,State House,14,D,Dale Miller,11190
Cuyahoga,State Senate,10,D,Charles E. Hart,37251
Cuyahoga,State Senate,10,R,Steve Austria,61641
Cuyahoga,State Senate,14,D,Paul Schwietering,9413
Cuyahoga,State Senate,14,R,Tom Niehaus,14382
Cuyahoga,U.S. House,10,,Barbara Anne Ferris,18343
Cuyahoga,U.S. House,10,D,Dennis J. Kucinich,172406
Cuyahoga,U.S. House,10,R,Edward Fitzpatrick Herman,96463
Cuyahoga,U.S. House,11,D,Stephanie Tubbs Jones,222371
Cuyahoga,U.S. House,13,D,Sherrod Brown,26019
Cuyahoga,U.S. House,13,R,Robert Lucas,19976
Cuyahoga,U.S. House,14,D,Capri S. Cafaro,8765
Cuyahoga,U.S. House,14,R,Steven C. Latourette,16942
Cuyahoga,U.S. Senate,,D,Eric D. Fingerhut,303085
Cuyahoga,U.S. Senate,,R,George V. Voinovich,334204
Darke,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,9021
Darke,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,12762
Darke,Judge Of Court Of Appeals (Term Commencing 02/09),8,,Ann Dyke,7046
Darke,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,17158
Darke,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,14112
Darke,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,6865
Darke,President/Vice President,,,Michael Anthony Peroutka,79
Darke,President/Vice President,,,Michael Badnarik,82
Darke,President/Vice President,,D,John F. Kerry,7846
Darke,President/Vice President,,R,George W. Bush,18306
Darke,State House,8,D,Lance T. Mason,6772
Darke,State Senate,8,R,Patricia M. Clancy,11768
Darke,U.S. House,8,D,Jeff Hardenbrook,6516
Darke,U.S. House,8,R,John A. Boehner,18806
Darke,U.S. Senate,,D,Eric D. Fingerhut,5901
Darke,U.S. Senate,,R,George V. Voinovich,19903
Defiance,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,6501
Defiance,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,8778
Defiance,Judge Of Court Of Appeals (Term Commencing 02/09),5,,Sheila G. Farmer,11245
Defiance,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,11632
Defiance,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,8480
Defiance,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5728
Defiance,President/Vice President,,,Michael Anthony Peroutka,77
Defiance,President/Vice President,,,Michael Badnarik,67
Defiance,President/Vice President,,D,John F. Kerry,6975
Defiance,President/Vice President,,R,George W. Bush,11397
Defiance,State Board Of Education,5,,Colleen D. Grady,3720
Defiance,State Board Of Education,5,,Ed Lepisto,3716
Defiance,State Board Of Education,5,,Robin C. Hovis,5186
Defiance,State House,5,R,Tim Schaffer,13461
Defiance,U.S. House,5,D,Robin Weirauch,5715
Defiance,U.S. House,5,R,Paul E. Gillmor,12041
Defiance,U.S. Senate,,D,Eric D. Fingerhut,5279
Defiance,U.S. Senate,,R,George V. Voinovich,12778
Delaware,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,22824
Delaware,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,38209
Delaware,Judge Of Court Of Appeals (Term Commencing 02/09),12,,H. J. Bressler,48148
Delaware,Judge Of Court Of Appeals (Term Commencing 02/10),12,,William W. Young,48564
Delaware,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,50404
Delaware,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,37364
Delaware,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,21359
Delaware,President/Vice President,,,Michael Anthony Peroutka,92
Delaware,President/Vice President,,,Michael Badnarik,171
Delaware,President/Vice President,,D,John F. Kerry,27048
Delaware,President/Vice President,,R,George W. Bush,53143
Delaware,State House,12,D,Michael Debose,22287
Delaware,State House,12,R,Anthony Cefaratti,49274
Delaware,U.S. House,12,D,Edward S. Brown,17941
Delaware,U.S. House,12,R,Pat Tiberi,58005
Delaware,U.S. Senate,,D,Eric D. Fingerhut,17902
Delaware,U.S. Senate,,R,George V. Voinovich,59921
Erie,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,11867
Erie,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,22719
Erie,Judge Of Court Of Appeals (Term Commencing 02/09),9,,Carla D. Moore,11048
Erie,Judge Of Court Of Appeals (Term Commencing 02/09),9,,Edna J. Boyle,17552
Erie,Judge Of Court Of Appeals (Term Commencing 02/10),9,,Eve Belfance,22596
Erie,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,24978
Erie,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,20401
